consumer_segment,name_dob_verified,age,phone_number_verified,phone_number_tenure_months,email_verified,email_tenure_months,education_level,education_score,identity_matching,employment_type,employment_tenure_months,employment_changes_last_5yr,employment_history_score,monthly_income,income_cv,income_trend,monthly_income_stability,income_source_verified,income_source_type,income_source_verification,p2p_upi_transaction_count,p2p_upi_regularity_score,regular_p2p_upi_transactions,avg_account_balance,account_balance_trend,total_monthly_outflow,monthly_outflow_burden,survivability_months,income_retention_ratio,expense_rigidity,inflow_consistency_cv,inflow_time_consistency,monthly_upi_amount,total_emi,emi_to_monthly_upi_amount,total_financial_assets,liquid_assets,investments,has_insurance,insurance_count,insurance_coverage,emi_to_income_ratio,monthly_rent,rent_to_income_ratio,monthly_utility,utility_to_income_ratio,insurance_payment_ontime_ratio,insurance_payment_discipline,spending_personality,spending_personality_score,impulse_purchase_ratio,budget_adherence,spending_discipline_index,bill_payment_ontime_ratio,bill_payment_delays_count,bill_payment_discipline,late_night_transaction_ratio,late_night_payment_behaviour,utility_payment_ontime_ratio,utility_payment_consistency,risk_appetite,risk_appetite_score,location_type,pin_code_risk_score,statement_tampering_detected,transaction_pattern_anomaly,bank_statement_manipulation,digital_footprint_age_days,cross_platform_consistency,device_fingerprint_changes,synthetic_id_risk,default_90dpd,default_probability_true,application_date
average_consumer,1,38,1,28.97044396489594,1,46.26568675683914,undergraduate,0.8,0.6907039559322579,salaried_private,43.26825876390239,2.0,0.5183926701315554,45930.74749518911,0.25907080930240045,0.0688736329599148,0.6027046570334431,1.0,other,0.5864331315112665,33.0,1.0,1.0,51565.232460885134,0.06111066654377924,26899.025288423032,0.5856303484042368,1.9169213377311312,0.4143696515957632,0.6103344975946616,0.32577648837982687,0.8159069198340534,55197.49499574358,16799.340304467027,0.30434417289388854,383779.3116553566,108636.35576928178,265002.93061836716,0.0,0.0,0.0,0.3657457253553566,0.0,0.0,6634.524269873435,0.1444431059490679,0.5,0.5,planned_spender,0.85,0.3250115448324331,0.5357797906379282,0.5914632564497837,0.5453687217847174,2.0,0.5453687217847174,0.17165527558041244,0.4719310323892102,0.4166448881976836,0.4166448881976836,moderate,0.6,metro,0.9,0.0,0.14787623273698167,0.07393811636849083,1443.1733268702878,1.0,3.0,0.06473112559103825,0,0.034313221273363496,2023-03-18
average_consumer,0,37,1,37.36162431061401,1,57.246395189344085,undergraduate,0.8,0.5773219634253683,salaried_private,106.83730869301172,2.0,1.0,46129.07371238257,0.1681412546778089,0.047103282465095736,0.7638093309983361,1.0,freelance,0.8155938946261458,35.0,1.0,1.0,84851.11529018747,0.07909330525740861,37620.38222247677,0.8155283353119472,2.2553960082703566,0.18447166468805276,0.6293339866628075,0.19009721133767285,0.9458319310959782,42690.535643832474,12191.370621154074,0.28556880040259985,958853.299311938,227042.87137926472,361143.7943999372,0.0,0.0,0.03536200354695426,0.2642824873241332,0.0,0.0,3813.042519447248,0.08265849613033946,0.5,0.5,planned_spender,0.85,0.24303389865473662,0.761762531369323,0.7598439593596991,0.9317134740501228,2.0,0.9317134740501228,0.09689982863207625,0.7887915890480879,0.6482324522820002,0.6482324522820002,moderate,0.6,tier_3,0.4,0.0,0.18729458916267816,0.09364729458133908,987.4300242963662,0.8869145488351362,1.0,0.10199416590297986,0,0.005,2024-06-21
high_risk_consumer,1,29,1,,0,,0,,0.2740824140055801,0,,,0.19661410298933835,27025.61989194362,,,,,,,,,,0.0,,0.0,,0.0,0.4704470176918709,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.5311267055571796,,0.6896326825675723,,0.6622459961739927,,0.5506266567625622,,0.49541503775504936,,,,,,0.3660226220635282,,0.0,,0.0,,0.6334974987809856,,0.41516917564219796,,,0.9847702186753828,,,,0.9833093519010379,1,0.30751761831421365,2023-06-01
struggling_consumer,1,39,1,48.310171425287336,1,52.823763425619866,postgraduate,0.9,0.43909890133427987,self_employed,55.397569773941335,4.0,0.32855343465444536,19080.712692577978,0.31073969818460034,0.11730215124898262,0.27777355129525705,1.0,other,0.4617409341764622,34.0,1.0,1.0,27406.07382810971,0.048563198949267104,18807.044093195076,0.9856056631913478,1.4571464046080944,0.014394336808652208,0.4190226712790679,0.637575316694626,0.1673346366264359,22349.88811451565,6265.724890468786,0.2803344931246624,561548.4308970039,174744.47297617173,362163.1609073042,0.0,0.0,0.030607963653084838,0.32836281477531637,5303.181379532046,0.2779195696408725,2305.030875287282,0.12079790281004738,0.5,0.5,balanced_spender,0.75,0.26582025332652665,0.4199515816968602,0.5456428476875055,0.6086230318882572,2.0,0.6086230318882572,0.28672189739810994,0.20970663563770675,0.4786074960211135,0.4786074960211135,moderate,0.6,metro,0.9,0.0,0.2837009961487671,0.14185049807438355,1268.5443627626864,0.7378656312265769,5.0,0.19816182494947715,0,0.2515591392559095,2024-06-25
average_consumer,1,18,1,45.052552129492526,1,47.82316482923864,high_school,0.5,0.661375052159219,salaried_private,62.91582690271178,3.0,0.6200245295775494,24786.34040339565,0.2349734431755441,0.16830564832619513,0.5353215130208094,1.0,business,0.7352962878483544,40.0,1.0,1.0,21146.809658258255,-0.031138974352885457,16429.021130401685,0.6627988668018232,1.2870835338810822,0.3372011331981768,0.7411711513157715,0.38285761059994006,0.8072312683604285,36948.8877342096,7928.060094027873,0.21456249477823922,193945.2448256055,75059.9332175914,64999.2891191414,0.0,0.0,0.05581028131410657,0.31984311204851157,6766.39511594968,0.27297785909385996,1360.1575613756133,0.05487307388530008,0.5,0.5,planned_spender,0.85,0.13593175639460606,0.6235751304435344,0.7197723757082782,0.6810480556352899,3.0,0.6810480556352899,0.13397555758836882,0.6907610249436498,0.6584100874746989,0.6584100874746989,moderate,0.6,tier_3,0.4,0.0,0.2514191593268245,0.12570957966341226,986.0449762412973,0.8113840141254028,1.0,0.12233544416432249,0,0.04009432850660959,2024-02-06
high_risk_consumer,0,31,0,32.40125447124424,1,17.26075678184872,undergraduate,0.8,0.0045625002453190955,salaried_private,130.46761050893488,5.0,0.43254909176720885,15918.641133964695,0.4624477029639693,-0.005785284614470823,0.05701018238570443,0.0,salary,0.0,19.0,0.801190729768209,0.801190729768209,16162.099486638941,0.03223443327636257,10578.494236500155,0.6644932600855458,1.5276816760179635,0.33550673991445423,0.41424522042553913,0.558242020361798,0.42369264143362984,8757.94038274401,2230.926422043262,0.2547027750569476,242749.01052254668,136932.50289511852,162005.99698599902,0.0,0.0,0.0,0.14013672816302125,0.0,0.0,1960.9813534848568,0.12317999739963269,0.5,0.5,luxury_seeker,0.3,0.3881739507879252,0.5157963874609967,0.554208252161428,0.4339561207768036,6.0,0.4339561207768036,0.32665791479910095,0.3615432776365022,0.23629878244506994,0.23629878244506994,very_low,0.9,tier_1,0.8,1.0,0.5297668282004259,0.764883414100213,962.3447055887239,0.4776304858268672,7.0,0.4683171683257495,0,0.49536999080274674,2024-07-28
perfect_consumer,1,45,1,51.407068279105964,1,78.47273817961897,undergraduate,0.8,1.0,salaried_private,58.906410720972815,1.0,0.740571229332743,77340.70719307062,0.07855902905390078,0.03293276355441138,1.0,1.0,business,0.9816403117373559,34.0,1.0,1.0,89562.8940907706,0.17604674528667077,44193.65429719901,0.5714077940751549,2.02655491970772,0.42859220592484515,0.633430553390656,0.15470624010781808,0.8437249632164882,102629.3301131205,3173.085811505465,0.03091762257812138,1491978.9209458416,845896.5024532084,948213.2288935425,1.0,2.0,0.7014012389286309,0.041026839549641536,14111.892663987896,0.18246161322454288,6920.471228698349,0.08947916305264056,0.9064972109919416,0.9064972109919416,planned_spender,0.85,0.03650323389868912,0.8291613856855027,0.882895537851826,0.9523496202527353,0.0,0.9523496202527353,0.5,0.14087223432842283,0.7910741225081963,0.7910741225081963,high,0.4,tier_1,0.8,0.0,0.07698173316507474,0.03849086658253737,2572.741521173965,1.0,2.0,0.021662406684169442,0,0.005,2023-01-08
perfect_consumer,1,51,1,67.46910862523373,1,103.3652670900447,postgraduate,0.9,0.9841348127700495,student,63.514874262540616,2.0,0.860055565280968,102030.77009037933,0.08252366284212936,0.0850148883570594,0.9301358529573762,1.0,salary,0.9898995480121257,38.0,1.0,1.0,104366.06158864098,0.08684267678787214,74187.60964074614,0.7271030344277185,1.406766646443805,0.2728969655722815,0.6907956704103092,0.6290563627933221,0.4260692294401489,73570.90549665305,20006.295737045082,0.27192847054851954,1460593.8058776069,357844.2893182579,778209.802011043,0.0,0.0,0.17064585927974846,0.19607908124423978,0.0,0.0,9825.069327089388,0.09629421618762843,0.5,0.5,planned_spender,0.85,0.12721906646822007,1.0,0.949112373412712,0.854918560485053,0.0,0.854918560485053,0.013773289007990873,1.0,0.8832924555880852,0.8832924555880852,very_low,0.9,tier_1,0.8,0.0,0.05297247364416166,0.02648623682208083,1066.0305839870016,0.8566993947996666,1.0,0.065558191312412,0,0.005,2024-08-27
high_risk_consumer,1,27,1,,1,,0,,0.16752347293926423,0,,,0.14449296520757418,33417.09972151779,,,,,,,,,,0.0,,0.0,,0.0,0.4498444217124824,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.6963024599796411,,0.6730210306848013,,0.3229396612828938,,0.4128358308510293,,0.6869364313584175,,,,,,0.33291497756089994,,0.0,,0.0,,0.3112834526535843,,0.5504518428277929,,,0.9728611938975117,,,,0.7504682916252,1,0.3426776965377879,2023-06-01
perfect_consumer,0,37,0,,0,,0,,0.9983727060358638,0,,,0.9433135211996265,128900.23774796209,,,0.9348845528946153,,,,,,,0.0,,0.0,,0.0,0.38976010667727634,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.4016820862344393,,0.43650585891567106,,0.355191926516831,,0.46980047202625613,,0.5856908983006093,,,0.862541525227183,,,0.9849537817444849,,0.0,,0.0,,0.5213032397362016,,0.4906661245063315,,,,,,,,0,0.016684782529573103,2023-06-01
high_risk_consumer,1,27,0,,1,,0,,0.28667613989835355,0,,,0.2069462975732358,32883.749759776285,,,,,,,,,,0.0,,0.0,,0.0,0.5781162209257813,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.39854748992826977,,0.4112658864030254,,0.5325865139474844,,0.4227519361849243,,0.6071239219022309,,,,,,0.16069373652602245,,0.0,,0.0,,0.5154208175721542,,0.40829224694796445,,,0.7015778657293524,,,,0.9621265965706055,1,0.46844654545085274,2023-06-01
perfect_consumer,0,39,1,,1,,0,,0.9750486387070155,0,,,0.9176955910712844,80273.99304829625,,,0.912653334490589,,,,,,,0.0,,0.0,,0.0,0.3849279386259331,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.5951752087741483,,0.4807146199043195,,0.3864610840542409,,0.681397157650226,,0.35245968593658406,,,0.856484782393203,,,0.9980171013173452,,0.0,,0.0,,0.47252956120935097,,0.5896505910602208,,,,,,,,0,0.01879576896855137,2023-06-01
high_risk_consumer,1,28,0,,0,,0,,0.1344337338692142,0,,,0.1849404383373335,20985.142682733498,,,,,,,,,,0.0,,0.0,,0.0,0.5238872033619755,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.38024292515700636,,0.4882818328719605,,0.3528167087317043,,0.579447465353566,,0.5647347350497507,,,,,,0.20105514726134846,,0.0,,0.0,,0.4371176839937497,,0.6835572013416311,,,0.9138822965614625,,,,0.789793920283252,1,0.31841205094514047,2023-06-01
average_consumer,0,27,0,,0,,0,0.8933861179886208,,0,,,0.6558241724818115,65931.4523144518,,,0.7234839662302005,,,,,,,0.0,,0.0,,0.0,0.6228479096743251,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.42482586330311095,,0.4825017811986474,,0.6213273869512559,,0.6807952989044008,,0.3586317697501336,,,,,,0.8591854178816498,,0.0,,0.0,,0.6996681367252323,,0.3529578336249242,,,,,,,,0,0.051653710657856955,2023-06-01
average_consumer,1,25,1,47.846249767281805,1,37.499254248400476,high_school,0.5,0.5864194882804288,self_employed,78.6493145546276,3.0,0.7639394646148988,22165.952269375273,0.2819495657107736,0.06126588805038614,0.6681252347787969,0.0,business,0.0,33.0,1.0,1.0,45973.52554021922,0.04026552482210598,12865.18787843497,0.5803769377989259,3.573204897565307,0.41962306220107415,0.5451582053141264,0.2618952513051385,0.6209564356977629,29301.55756218808,104.70972200334758,0.0035733987308488265,577053.8789027779,194348.46996900433,313151.33946620114,1.0,2.0,0.6639422621323628,0.004723685995751846,7318.749044277903,0.33016487586293547,1883.2204215401352,0.08495621764575621,0.8782035690275558,0.8782035690275558,balanced_spender,0.75,0.33950722702661595,0.7323753688221147,0.7036223304826225,0.6586189251756456,5.0,0.6586189251756456,0.13348413790725497,0.7626417340180028,0.4964703979317558,0.4964703979317558,very_low,0.9,tier_1,0.8,0.0,0.07381627700307818,0.03690813850153909,1064.9874798795386,0.919617354198984,5.0,0.11034557433249739,0,0.005,2023-06-18
average_consumer,1,23,0,41.95814348403134,1,44.5193164279115,undergraduate,0.8,0.5894429488621904,business_owner,41.35015816943961,3.0,0.3942252985965143,31927.831938883828,0.2563902224607476,0.02502350173051096,0.5052024934685041,1.0,salary,0.7233385897050025,26.0,0.7881348746403428,0.7881348746403428,40205.34263644502,0.05516790954269403,19484.410184601,0.6102450043238926,2.0633562370793017,0.3897549956761074,0.6923491497716072,0.22123597701380296,0.5473780734255096,25098.078471738838,1452.5680301613236,0.05787336103980439,966749.1128920827,230477.24689391392,482252.4483057484,0.0,0.0,0.05774160915866582,0.045493929528701155,5150.265295652126,0.16130453207653953,3145.220251369946,0.09850721308534961,0.5,0.5,value_hunter,0.7,0.19588009649564186,0.5072882303746007,0.6260208996265038,0.6576724690143586,3.0,0.6576724690143586,0.17417153417104153,0.5516243181014052,0.7571984159837547,0.7571984159837547,low,0.8,rural,0.2,0.0,0.18695366036724512,0.09347683018362256,1186.6601681034017,0.8915320353319054,3.0,0.13737523209307723,0,0.005,2023-09-23
average_consumer,1,42,1,40.60766430741767,1,61.50315905605597,no_formal_education,0.2,0.7753000630613941,salaried_private,54.71706791208484,2.0,0.8702649534862708,25024.477467772092,0.28804761528551237,0.10920819807861039,0.6177355327189694,0.0,salary,0.049576557301551034,31.0,1.0,1.0,14178.756760033122,0.0752090699851663,15265.095329500602,0.609982181125577,0.9287742840589841,0.390017818874423,0.5755905395787244,0.21205635380354612,0.9698513652160343,34194.6667218468,6827.59393743443,0.19966254768392752,518810.43934630614,121536.61526823649,285142.5630198209,0.0,0.0,0.0,0.27282572115665055,0.0,0.0,1707.705101780257,0.06823866213859242,0.5,0.5,value_hunter,0.7,0.1615167285930114,0.5712895351377847,0.6781670296454663,0.9441815239611302,3.0,0.9441815239611302,0.11742476444268768,0.8126297235376488,0.7667499022524348,0.7667499022524348,very_low,0.9,tier_1,0.8,0.0,0.0791911992009751,0.03959559960048755,2854.6084045928187,1.0,2.0,0.048604216799933674,0,0.005,2024-09-24
high_risk_consumer,0,23,0,,0,,0,,0.2274152326099889,0,,,0.24435908398929088,29338.675550268563,,,,,,,,,,0.0,,0.0,,0.0,0.33443242124914047,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.5767054182339948,,0.48485937546476165,,0.5745237660591647,,0.5520294822517431,,0.5644193521490806,,,,,,0.2935422906431637,,0.0,,0.0,,0.5571321491694412,,0.41359348932792556,,,0.9849406273744231,,,,0.7792035303840932,1,0.4390290134852659,2023-06-01
average_consumer,0,25,1,,0,,0,0.9020199144352441,,0,,,0.5636295669668114,42413.52051560353,,,0.8118019911398975,,,,,,,0.0,,0.0,,0.0,0.42427282051278664,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.6530745884057544,,0.6856858291082576,,0.6223853465979132,,0.5089554662885907,,0.5997154166284873,,,,,,0.8920205961329892,,0.0,,0.0,,0.3571866287474246,,0.44557723108848857,,,,,,,,0,0.060365897232685845,2023-06-01
perfect_consumer,1,39,0,,0,,0,,0.9539269277675095,0,,,0.992132394070393,124054.31492156305,,,0.9602333463814331,,,,,,,0.0,,0.0,,0.0,0.5405336924711923,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.4526453221406863,,0.4607642617602495,,0.5703978016482449,,0.672611985673741,,0.6804251238737002,,,0.8801692644508203,,,0.9831326130612427,,0.0,,0.0,,0.6098730271471471,,0.6827985127237579,,,,,,,,0,0.0104864146628816,2023-06-01
good_consumer,1,30,1,46.72431764444835,1,74.26017217195627,undergraduate,0.8,0.9369862870423962,student,46.671712235439614,1.0,0.4525927139910863,56869.78014689614,0.2970781422612523,0.059135022803220284,0.55719216145374,1.0,salary,0.7947821989524455,39.0,1.0,1.0,39306.24301990207,0.10095183723454962,44674.42810583993,0.7855427337280538,0.8798179376542783,0.21445726627194617,0.7688309462763382,0.21508232165701519,0.7127480329414405,76197.43008139364,9114.958230565631,0.1196213389282327,959228.2888827415,429865.826329323,431675.3463415355,1.0,3.0,0.8529873757148012,0.16027489348698695,0.0,0.0,4576.817347607696,0.08047748484873717,0.7891297320644032,0.7891297320644032,luxury_seeker,0.3,0.21452701539941008,0.7622439472669532,0.7715355622004079,0.7273497344660108,3.0,0.7273497344660108,0.03695777505432427,1.0,0.7666056097322348,0.7666056097322348,very_low,0.9,tier_2,0.6,0.0,0.15942415664892826,0.07971207832446413,1492.9013186920263,0.9229752881982929,4.0,0.10471412243839924,0,0.005,2024-10-28
average_consumer,1,48,1,36.8652696816349,1,66.475673306094,diploma,0.6,0.6738265307536776,salaried_private,55.67421040106396,2.0,0.7237800043142943,34196.29720074672,0.30611621082104745,-0.008819427253154363,0.5643760154744034,1.0,salary,0.6366330064676543,29.0,0.9896239307740919,0.9896239307740919,47193.40955063354,0.07875387289079368,25116.057468972635,0.7344456879599307,1.8789386300099866,0.2655543120400693,0.5933036661368841,0.28297388319834815,0.9318500369974159,42440.53879108199,8559.788752393324,0.20168422249081944,426293.20607224427,170075.87789453598,268940.67634460295,0.0,0.0,0.048059277239281585,0.2503060023178211,8527.298648963095,0.2493559242096155,2451.091456437266,0.07167500525110929,0.5,0.5,balanced_spender,0.75,0.25409387979399944,0.5656100259740432,0.6377284636668261,0.6387384280104841,3.0,0.6387384280104841,0.15024157608011127,0.5792681573531526,0.7149224092364163,0.7149224092364163,moderate,0.6,tier_3,0.4,0.0,0.12026140218960822,0.06013070109480411,1136.382501993526,0.9993447812944586,4.0,0.08358453315552691,0,0.01926891132461292,2023-04-13
perfect_consumer,1,44,0,,0,,0,,0.9915283670708223,0,,,0.9267681006270815,164679.91121694987,,,0.9048564892266954,,,,,,,0.0,,0.0,,0.0,0.3078307924121114,0.0,,0.0,,,0.0,0.0,,,,,0.0,0.4577731935112759,,0.3282995628634513,,0.4404778135895977,,0.4671123255871151,,0.3361136171151373,,,0.8647848279960062,,,0.9989390498088575,,0.0,,0.0,,0.46185147504804624,,0.5561802822180006,,,,,,,,0,0.00796276120264598,2023-06-01
